Source,Normalization,Layers,Random State,R^2,MSE,RMSE,Pearson Corr,Runtime
ROC,None,10,0,-13.504918613790057,0.14580865366802784,0.3818489932787932,0.05651017014825893,14.21875
ROC,None,10,42,-0.14668895925648884,0.013489718988995094,0.11614524953262227,0.02438271325835971,13.875
ROC,None,20,None,-0.08704605628458717,0.00827642947738718,0.09097488377232026,-0.022912974849240417,21.671875
ROC,None,20,0,0.001735491330887462,0.010034913527555858,0.10017441553388698,0.04214220209660162,21.09375
ROC,None,20,42,-0.00051063042713273,0.011770068195926053,0.10848994513744604,-0.01007007884473465,21.375
ROC,None,30,None,-0.012887265713629414,0.00514335614328579,0.07171719558994057,0.03914927631110284,28.3125
ROC,None,30,0,-0.1317939110574997,0.011377199058812603,0.10666395388702128,-0.06478556125910918,28.296875
ROC,None,30,42,-0.004145829592075323,0.011812832901043561,0.10868685707592966,-0.073248538515405,28.59375
ROC,ZScore,10,None,0.0045260087846004105,0.010670662074725078,0.10329889677399792,0.2326006777838001,14.15625
ROC,ZScore,10,0,0.009173776289761237,0.00996014121449914,0.09980050708538078,0.11489910918129916,14.921875
ROC,ZScore,10,42,-0.09957905523075361,0.012935515199226548,0.11373440640029098,0.23375833490315126,14.1875
ROC,ZScore,20,None,-0.037236649629766694,0.009977285303032365,0.09988636194712652,0.034277694493666105,21.875
ROC,ZScore,20,0,-0.002191350863760544,0.0100743875562501,0.1003712486534371,0.23073663864427635,21.484375
ROC,ZScore,20,42,-0.038765319002431964,0.012220098690007822,0.11054455522551901,-0.09925525884454349,21.34375
ROC,ZScore,30,None,-0.006770569088816902,0.009145704257686921,0.09563317550770194,0.22858558488418543,27.71875
ROC,ZScore,30,0,-0.03181743286624594,0.01037219957748641,0.10184399627610068,-0.008705537971662632,28.421875
ROC,ZScore,30,42,-0.06937490892421683,0.012580191776350075,0.11216145405775585,-0.12978673907686625,28.15625
