ROC,None,42,0.9363421910774995,8.84375
ROC,None,42,0.9494900437105391,9.953125
ROC,None,42,0.9464719350586276,10.78125
ROC,None,42,0.9489349892458198,11.078125
ROC,None,42,0.9478942621244709,11.65625
ROC,None,42,0.9482411711649206,12.046875
ROC,None,42,0.9481717893568307,12.640625
ROC,None,42,0.9485533893013252,12.6875
ROC,None,42,0.9489696801498647,13.375
ROC,None,42,0.9482758620689655,13.5
ROC,None,42,0.9489002983417748,14.140625
ROC,None,42,0.9482758620689655,14.34375
ROC,None,42,0.9483799347811004,14.359375
ROC,None,42,0.9481717893568307,14.484375
ROC,None,42,0.9486227711094151,14.859375
ROC,None,42,0.9482758620689655,15.234375
ROC,None,42,0.9483105529730105,15.328125
ROC,None,42,0.9477901894123361,15.375
ROC,None,42,0.9481370984527857,15.59375
ROC,None,42,0.9477208076042462,16.15625
ROC,None,42,0.9481717893568307,15.90625
ROC,None,42,0.9479636439325608,16.140625
ROC,None,42,0.9474432803718865,16.390625
ROC,None,42,0.9476861167002012,16.515625
ROC,None,42,0.9477208076042462,16.671875
